X1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12
8.62601882565817;1.94755550428047;-3.650097347226879;-3.5549883127015156;5.764661310566556;7.848635709701758;7.860380591893939;4.971056990091395;3.125413691339251;-8.346091110847663;-5.39784922671563;7.858297416778676
-4.298631366040892;-2.4797777432682735;5.003002847932537;2.70872867527833;7.249666863993772;0.013919289022088055;-8.040927617228402;4.036528004733921;4.0392052467519886;2.368104285661894;6.971939346990976;0.08780514871297296
-8.848742489831663;1.951031124796071;3.624026177526609;-9.739708712572744;-0.07890751587404998;-6.745458361146198;1.5267312770014552;-7.796831429075277;2.725701376811333;-3.6800056469029157;7.298588414251299;-7.523419093591973
-10.461906895177695;6.5913550950512905;3.6834312994484186;6.939595983306071;6.3559220909983365;-8.501900387003975;-2.462584043667542;-10.038041997132993;8.493793691222367;2.9778592063183282;-3.4551973258744386;-8.162983311525107
1.3105332381126102;-7.091861926829496;-8.056669374157018;4.295828378207295;-9.754949124875333;5.919895550410543;3.7965819763960336;-8.742765620417295;-9.084667183571197;7.831947303088223;-2.9295584226917724;-2.75467482790337
-1.950870710531028;9.090291519610734;5.17863482867447;1.0524960908613656;-6.710266367115192;-8.293824090180927;-8.949553817984711;6.419615274033913;1.286770292274409;5.3975447311313465;-8.496999993489682;10.007335164147063
-4.158608796114956;-7.808699785844315;4.168640692209328;-1.0727915213607577;-8.401108654021513;-0.520403097335379;-8.578321695831008;7.040316081122548;-5.290153761077124;3.847908544960993;-2.890497051576604;0.20844505246483344
9.379340240390093;3.459285620946569;1.3822248823470717;1.5705464570262992;-2.7074257727439344;-4.331254979396904;-3.8672080991944306;4.709917946096316;-8.77551286913898;-5.626527992596389;-9.765446509919935;-8.640605583976383
2.2504863847613144;-7.904599483067923;-7.544564929856559;4.729016370593427;-9.672549858683153;7.305203729225224;5.816341107841357;-8.9938803403544;-8.887537967170147;9.778643723575192;-1.2689791935031571;-1.53436400174133
-7.1145445857534995;-3.019839376656784;8.487395249397242;-2.729657344023105;1.168432887598411;3.510565217648866;-1.294412391239406;9.446319583817392;10.324504447223879;-4.620018788813769;-0.015447705422895225;-3.990740793314402
2.147584719464702;-5.020196931319239;8.92537449811797;5.798468402630753;8.865817834131745;8.556085534144398;1.668831330990735;8.53045885755334;-8.157878481341925;-5.5480803517013975;-8.43973700071764;-3.399722352394513
5.619550914681162;4.651728554257514;-9.575045060935768;0.02815991068611165;-9.437337270226559;2.6319166596040375;-1.5768768793291432;7.250865903673454;-1.5229241156668745;-6.800291896456002;-6.401499327129265;5.689255076780483
-2.2895017249360197;-7.520930563352403;10.196357171071334;8.817401608021896;-3.2279286058796544;2.4951329499288235;6.936472241476582;1.177053721325953;2.1387749552443327;-3.7933931138889676;-6.454596004486633;7.702955427128363
7.341393356375091;5.534494213405648;4.257476657478869;4.668588390759788;-2.5785870678326672;-4.594640574650111;6.461339264857065;5.677663204421062;8.987447329842258;9.077594258347423;3.191158475121325;-0.12660805616548654
-2.054403999038338;-7.348655709177118;6.770325536636334;7.251144694979378;-5.051123064305298;3.2876445228189035;3.769645213058997;0.30564272919702506;0.41071396413655303;-4.721498631101088;-5.87959541479241;8.603349199578348
-1.7113469216706112;7.140844824243705;5.285769256503994;0.8741249323858593;-5.62734352919463;-6.718810050613252;-8.194203988785901;7.405511729323423;0.26992313972317894;3.3007223925255706;-8.915920776472568;9.56485286059973
-5.4073449431869385;-4.792522579553112;5.354577263880471;2.57875713237602;8.772968538157562;-0.3138807025733653;-6.915247367377936;3.517658364724298;5.555494814364826;1.5681758479313799;4.730449599431963;0.8776054040630181
-1.0428140997007749;3.814995815144867;-7.076779796847222;1.0796147859461775;3.7923090272412914;-8.703826340557;3.2539803163221337;-6.74527283483738;-8.785514300975013;10.068689772686131;10.975417950670657;7.469043655794843
-0.532785923194126;-2.1593103478863394;-10.360206075548158;-7.5121908198002485;-8.713191370168051;2.031645354548896;-2.397267645543916;1.4738005895813668;8.289288299793556;-4.643269478035318;-3.4718920221396257;4.581982957186161
7.898307486526305;3.657192209432635;1.5698489102068645;2.623434759107381;-2.799526704633847;-5.692262110407785;-2.33406324854245;6.160301583900605;-8.936125752962633;-7.849763754904014;-8.947174954083824;-8.947673328202077
7.5201165642275845;4.122686418854538;6.720391264172198;-0.4554161401867429;2.0819975072386847;-1.9764593651582887;-4.443934036534077;4.946101395112218;-4.032611902687001;-10.272043825606266;1.709074706707267;-5.5285654522132495
6.609490320311295;4.764880082021639;-7.725287984090933;-1.5454837063409073;-8.18040482816403;2.8049581277331157;-1.0689036832051402;9.084324572618774;-3.620855837705993;-8.940819118535813;-6.810614357858925;6.013767607254364
3.367019414556898;6.3041573603184;-5.449965432173384;6.254155586501972;-2.246873053543466;2.477840982144413;4.1520776000057085;2.024464759090738;-9.555974448949467;6.667871732496477;-3.0712612572901947;-5.5489131039329225
-6.398122206171677;-3.8733145049259345;7.607701893161578;-1.624655697634347;0.45096412068576996;4.886374060521679;-1.8389794223830616;10.715161946627948;9.543390439666265;-4.626428299301699;0.44238115204742273;-4.6240235110865004
-3.9857781468639257;-3.1132350461383695;3.6194107784835787;4.679402113895689;9.6930429960529;-1.4141191598167628;-8.199923275872067;6.411708638244171;6.610971754555126;0.8561972246052216;5.8507793932004155;-1.5108164333901266
9.382555994634496;6.07253795161111;0.030462714561282356;3.3599357027901613;-2.215200948281111;-5.208135517707528;-3.6675960756346733;3.8078848263764162;-8.98389403008395;-8.118150988590841;-9.942723732261593;-10.065578038743519
